ID, Date, Amount, Shop, Product, CategoryID, Category, UsersIDs, Users
5dbcb816-84a4-4f7f-9252-f5dbe63758cd, 2024-09-13, 59.950000, Bar, Salida con Mau, d91fa456-3bf9-11ef-b15c-7eec274b3815, Salivery, Contre;Anoux, a46927b9-7da6-440a-bae1-694a13c4cdc2;b2f77ba9-c7e2-40dc-abf3-e6748611c3e0
e44e59f2-2628-48bf-bba2-b686d847a377, 2024-09-13, 14.550000, Taxi, Taxi, d91fa68b-3bf9-11ef-b15c-7eec274b3815, Transport, Anoux;Contre, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0;a46927b9-7da6-440a-bae1-694a13c4cdc2
95752b86-98b6-4b61-b9e4-3eadea01da5c, 2024-09-12, 18.680000, Gas, Gas, d91fa47f-3bf9-11ef-b15c-7eec274b3815, Services Gas, Anoux;Contre, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0;a46927b9-7da6-440a-bae1-694a13c4cdc2
afef1d20-cffe-45f2-b8be-efc94f5321ae, 2024-09-12, 8.750000, Pepe, Phone, d91fa4fd-3bf9-11ef-b15c-7eec274b3815, Services Phone, Contre, a46927b9-7da6-440a-bae1-694a13c4cdc2
15f6aef7-eda1-4b60-b943-634e89212e2c, 2024-09-12, 102.450000, Vueling, Pasaje Hamburg BCN, d91fa2ee-3bf9-11ef-b15c-7eec274b3815, Holidays, Contre, a46927b9-7da6-440a-bae1-694a13c4cdc2
5825561d-34fe-426e-b225-9d33ff3d64b4, 2024-09-12, 2.560000, LIDL BCN-LOPE DE VEGA, Agua x 4, d91fa237-3bf9-11ef-b15c-7eec274b3815, Food, Anoux;Contre, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0;a46927b9-7da6-440a-bae1-694a13c4cdc2
6a2faf16-b8dd-4f12-af85-80a7046c70ef, 2024-09-11, 8.980000, Súper paki, Oreos bañadas x 2, d91fa456-3bf9-11ef-b15c-7eec274b3815, Salivery, Anoux;Contre, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0;a46927b9-7da6-440a-bae1-694a13c4cdc2
e4c6527e-6c53-4dc7-b4da-0e499e7b1936, 2024-09-11, 8.900000, claras a nieve, Desayunito, d91fa456-3bf9-11ef-b15c-7eec274b3815, Salivery, Anoux;Contre, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0;a46927b9-7da6-440a-bae1-694a13c4cdc2
03252c7d-3979-4474-afdb-5cce8603e504, 2024-09-10, 31.770000, Hairs today , Aceites para el pelo, d91fa2b9-3bf9-11ef-b15c-7eec274b3815, Health, Anoux;Contre, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0;a46927b9-7da6-440a-bae1-694a13c4cdc2
34c3978e-8d47-4a47-a40a-bcc210344520, 2024-09-10, 40.240000, Mercadona, Comida, d91fa237-3bf9-11ef-b15c-7eec274b3815, Food, Anoux;Contre, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0;a46927b9-7da6-440a-bae1-694a13c4cdc2
4a9d8522-ff3b-4b9f-83f5-76fca4606802, 2024-09-07, 4.900000, N26, Mensual, d91fa5b1-3bf9-11ef-b15c-7eec274b3815, Taxes, Anoux, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0
e9308c35-6598-4e54-8cf9-ee8716dd6087, 2024-09-06, 575.000000, Zenbivy, Zenbivy bed, c8362a10-99a0-4162-ae8b-c7493c20f05f, Gear, Contre, a46927b9-7da6-440a-bae1-694a13c4cdc2
dbb1439d-396e-4446-aacb-5ae1f8120cf1, 2024-09-06, 59.450000, VUELING, vuelo Ham a Bcn, d91fa2ee-3bf9-11ef-b15c-7eec274b3815, Holidays, Anoux, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0
db3b73ff-3c0e-4138-9868-0a6245ad78e8, 2024-09-05, 56.070000, Aigues, Agiua, d91fa528-3bf9-11ef-b15c-7eec274b3815, Services Water, Anoux;Contre, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0;a46927b9-7da6-440a-bae1-694a13c4cdc2
83ffe9af-b0b2-4f2c-a7b3-0ff520a6195f, 2024-09-05, 2.150000, Mercadona, desodorante, d91fa396-3bf9-11ef-b15c-7eec274b3815, Perfume & Hygiene, Contre, a46927b9-7da6-440a-bae1-694a13c4cdc2
6cad837e-d613-4431-87b1-a339b6a2362a, 2024-09-05, 7.900000, DEMASIE, 2 rolls, d91fa456-3bf9-11ef-b15c-7eec274b3815, Salivery, Anoux, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0
7268a4d6-1fc6-4725-a346-304b55a87a18, 2024-09-04, 3.200000, Crqueta, beer, d91fa456-3bf9-11ef-b15c-7eec274b3815, Salivery, Contre, a46927b9-7da6-440a-bae1-694a13c4cdc2
2275a81c-f5e9-4512-8b6a-c096fa793ce7, 2024-09-03, 199.580000, Gh Zwweiradperte, Alquiler bicis, d91fa2ee-3bf9-11ef-b15c-7eec274b3815, Holidays, Contre, a46927b9-7da6-440a-bae1-694a13c4cdc2
a31af5cb-c64a-4831-9795-79e38a3cec01, 2024-09-03, 15.950000, DELICATESSEN ARGENTINA, 2 yerba y 1 frutigran, d91fa237-3bf9-11ef-b15c-7eec274b3815, Food, Anoux;Contre, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0;a46927b9-7da6-440a-bae1-694a13c4cdc2
99cb5838-d43e-4424-85c0-f31b0bd6613e, 2024-09-02, 29.610000, Camping, Camping, d91fa2ee-3bf9-11ef-b15c-7eec274b3815, Holidays, Contre, a46927b9-7da6-440a-bae1-694a13c4cdc2
fce53045-a752-4f54-9fbb-e86808532f17, 2024-09-02, 17.990000, Amazon, Polaroid, d91fa1ed-3bf9-11ef-b15c-7eec274b3815, Entertainments, Anoux, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0
e20399be-8789-455d-9e3a-a4dabd8e2cc9, 2024-09-02, 17.630000, AliExpress, Almohada camping, d91fa2ee-3bf9-11ef-b15c-7eec274b3815, Holidays, Contre, a46927b9-7da6-440a-bae1-694a13c4cdc2
c30fc61c-08cf-402e-929e-605ab7f88be7, 2024-09-02, 2.160000, AliExpress, Adaptador, d91fa5dc-3bf9-11ef-b15c-7eec274b3815, Technology, Contre, a46927b9-7da6-440a-bae1-694a13c4cdc2
7928f0da-7eee-4424-9407-4d50686f5b08, 2024-09-02, 5.150000, AliExpress, Repuesto led luz, d91fa318-3bf9-11ef-b15c-7eec274b3815, Home, Anoux;Contre, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0;a46927b9-7da6-440a-bae1-694a13c4cdc2
97d1547c-4517-4911-8069-1df6917a7c14, 2024-09-02, 31.490000, AliExpress, Cargador pilas, d91fa5dc-3bf9-11ef-b15c-7eec274b3815, Technology, Contre, a46927b9-7da6-440a-bae1-694a13c4cdc2
78b86be5-4cd7-4c90-ab21-e3b223278dc4, 2024-09-02, 3.860000, AliExpress, Piloto lluvia, d91f9f1b-3bf9-11ef-b15c-7eec274b3815, Clothing, Contre, a46927b9-7da6-440a-bae1-694a13c4cdc2
ac55353d-dd4e-4e0a-9a80-448a2e367e88, 2024-09-02, 7.800000, AliExpress, Camping gear, d91fa2ee-3bf9-11ef-b15c-7eec274b3815, Holidays, Contre, a46927b9-7da6-440a-bae1-694a13c4cdc2
f2721544-8a7b-4da2-afbf-d508674a8f56, 2024-09-02, 40.000000, Nay, Regalo Tano, d91fa266-3bf9-11ef-b15c-7eec274b3815, Gifts, Contre, a46927b9-7da6-440a-bae1-694a13c4cdc2
818ba8b5-26c7-4aab-ab49-63ff755b5194, 2024-09-02, 10.900000, Abyss, Cafesito, d91fa456-3bf9-11ef-b15c-7eec274b3815, Salivery, Anoux;Contre, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0;a46927b9-7da6-440a-bae1-694a13c4cdc2
ff0740a2-f670-4350-bcf8-cb0ba1e5bc4a, 2024-09-02, 16.900000, N26, N26, d91fa559-3bf9-11ef-b15c-7eec274b3815, Subscriptions, Contre, a46927b9-7da6-440a-bae1-694a13c4cdc2
b9db42cf-437a-4b75-9c98-67503851fe63, 2024-09-02, 16.310000, LIDL BCN-LOPE DE VEGA, verdura  fruta  leche, d91fa237-3bf9-11ef-b15c-7eec274b3815, Food, Anoux;Contre, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0;a46927b9-7da6-440a-bae1-694a13c4cdc2
0018cb9a-0a6e-4725-a195-bfff07f6f668, 2024-09-02, 6.990000, Card, Revolut, d91fa559-3bf9-11ef-b15c-7eec274b3815, Subscriptions, Contre, a46927b9-7da6-440a-bae1-694a13c4cdc2
c22e4c35-9aee-49d3-8e38-21e82a614be8, 2024-09-02, 49.000000, Transferencia Castielo, Camping, d91fa2ee-3bf9-11ef-b15c-7eec274b3815, Holidays, Contre, a46927b9-7da6-440a-bae1-694a13c4cdc2
4462c2cd-35ce-4dae-97b0-211b587e1107, 2024-09-01, 2.100000, BICING, Bicing, d91fa68b-3bf9-11ef-b15c-7eec274b3815, Transport, Contre, a46927b9-7da6-440a-bae1-694a13c4cdc2
0fd74607-47f1-4a82-b5fa-c350312a7ef1, 2024-09-01, 4.900000, Calella, Café y curitas etc, d91fa2ee-3bf9-11ef-b15c-7eec274b3815, Holidays, Contre, a46927b9-7da6-440a-bae1-694a13c4cdc2
4f2e4473-4ddb-48e2-be3a-04caaa629e6b, 2024-08-30, 3.500000, Mas Sorrer, Birra, d91fa456-3bf9-11ef-b15c-7eec274b3815, Salivery, Contre, a46927b9-7da6-440a-bae1-694a13c4cdc2
84c3aaa0-021c-4c5e-804b-4cbff0cc7aaf, 2024-08-30, 775.000000, Sabina, Sabina, d91fa42d-3bf9-11ef-b15c-7eec274b3815, Rent, Anoux;Contre, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0;a46927b9-7da6-440a-bae1-694a13c4cdc2
762ad368-181c-4239-87fb-4aab321745ac, 2024-08-30, 31.000000, DIGI, DIGI, d91fa4ad-3bf9-11ef-b15c-7eec274b3815, Services Internet, Anoux;Contre, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0;a46927b9-7da6-440a-bae1-694a13c4cdc2
8bac2ff8-a3c0-48f7-a459-1d26be6eecc4, 2024-08-29, 29.590000, Amazon, Colchón inflable, d91fa5dc-3bf9-11ef-b15c-7eec274b3815, Technology, Contre, a46927b9-7da6-440a-bae1-694a13c4cdc2
f574fa0e-1438-43ba-ad35-d3924b057c65, 2024-08-29, 8.400000, claras a nieve, desayuno los 2, d91fa456-3bf9-11ef-b15c-7eec274b3815, Salivery, Anoux;Contre, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0;a46927b9-7da6-440a-bae1-694a13c4cdc2
9b0f6a90-7da2-4678-9ea4-a7ed92191758, 2024-08-28, 6.400000, Abyss, Coffee, d91fa456-3bf9-11ef-b15c-7eec274b3815, Salivery, Contre, a46927b9-7da6-440a-bae1-694a13c4cdc2
346cf1ed-f8fe-41a8-97f5-5ef799926624, 2024-08-27, 12.610000, LIDL BCN-LOPE DE VEGA, comida, d91fa237-3bf9-11ef-b15c-7eec274b3815, Food, Anoux;Contre, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0;a46927b9-7da6-440a-bae1-694a13c4cdc2
7dcba79d-bcc0-4334-a7c6-13a48428b070, 2024-08-26, 6.800000, QuickGreek, Pita, d91fa237-3bf9-11ef-b15c-7eec274b3815, Food, Contre, a46927b9-7da6-440a-bae1-694a13c4cdc2
916d375d-be1a-46e0-a592-0717d38e3165, 2024-08-26, 50.750000, Endesa, Luz, d91fa4d5-3bf9-11ef-b15c-7eec274b3815, Services Luz, Anoux;Contre, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0;a46927b9-7da6-440a-bae1-694a13c4cdc2
6fd1370d-3d28-441a-a927-00d4309ee7ec, 2024-08-26, 44.850000, LIDL BCN-LOPE DE VEGA, Burgas chicos, d91fa237-3bf9-11ef-b15c-7eec274b3815, Food, Anoux;Contre, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0;a46927b9-7da6-440a-bae1-694a13c4cdc2
c83f9d08-d096-49e8-82ed-4a8244ed4fa7, 2024-08-26, 16.000000, claras a nieve, medialunas (4) y pastafrola (2), d91fa456-3bf9-11ef-b15c-7eec274b3815, Salivery, Anoux;Contre, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0;a46927b9-7da6-440a-bae1-694a13c4cdc2
d5357d53-4d63-48dc-ad97-2a0f599fe829, 2024-08-25, 24.300000, Phenomena, Cine, d91fa1ed-3bf9-11ef-b15c-7eec274b3815, Entertainments, Anoux;Contre, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0;a46927b9-7da6-440a-bae1-694a13c4cdc2
d395c5bb-aea3-43ea-b044-87409bd1a0e0, 2024-08-25, 7.930000, Amazon, Bandas elásticas tobillo, d91fa2b9-3bf9-11ef-b15c-7eec274b3815, Health, Contre, a46927b9-7da6-440a-bae1-694a13c4cdc2
472067c9-c727-4d27-9e09-b7fc1b69ac59, 2024-08-25, 16.900000, Chino, Vasos y cuida sartenes, d91fa318-3bf9-11ef-b15c-7eec274b3815, Home, Anoux;Contre, b2f77ba9-c7e2-40dc-abf3-e6748611c3e0;a46927b9-7da6-440a-bae1-694a13c4cdc2
